Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/MI_0480	omim			
http://purl.obolibrary.org/obo/MI_0481	refseq			
http://purl.obolibrary.org/obo/MI_0482	rfam			
http://purl.obolibrary.org/obo/MI_0483	rgd			
http://purl.obolibrary.org/obo/MI_0484	sgd			
http://purl.obolibrary.org/obo/MI_0485	uniparc			
http://purl.obolibrary.org/obo/MI_0486	uniprot knowledge base			
http://purl.obolibrary.org/obo/MI_0487	wormbase			
http://purl.obolibrary.org/obo/MI_0488	psi-mi			
http://purl.obolibrary.org/obo/MI_0489	source database			
http://purl.obolibrary.org/obo/MI_0490	experiment condition			
http://purl.obolibrary.org/obo/MI_0491	in silico			
http://purl.obolibrary.org/obo/MI_0492	in vitro			
http://purl.obolibrary.org/obo/MI_0493	in vivo			
http://purl.obolibrary.org/obo/MI_0494	in situ			
http://purl.obolibrary.org/obo/MI_0495	experimental role			
http://purl.obolibrary.org/obo/MI_0496	bait			
http://purl.obolibrary.org/obo/MI_0497	neutral component			
http://purl.obolibrary.org/obo/MI_0498	prey			
http://purl.obolibrary.org/obo/MI_0499	unspecified role			
http://purl.obolibrary.org/obo/MI_0500	biological role			
http://purl.obolibrary.org/obo/MI_0501	enzyme			
http://purl.obolibrary.org/obo/MI_0502	enzyme target			
http://purl.obolibrary.org/obo/MI_0503	self			
http://purl.obolibrary.org/obo/MI_0505	experimental feature			
http://purl.obolibrary.org/obo/MI_0506	over expressed level			
http://purl.obolibrary.org/obo/MI_0507	tag			
http://purl.obolibrary.org/obo/MI_0508	deacetylase radiometric assay			
http://purl.obolibrary.org/obo/MI_0509	phosphatase homogeneous time resolved fluorescence			
http://purl.obolibrary.org/obo/MI_0510	homogeneous time resolved fluorescence			
http://purl.obolibrary.org/obo/MI_0511	protease homogeneous time resolved fluorescence			
http://purl.obolibrary.org/obo/MI_0512	zymography			
http://purl.obolibrary.org/obo/MI_0513	collagen film assay			
http://purl.obolibrary.org/obo/MI_0514	in gel phosphatase assay			
http://purl.obolibrary.org/obo/MI_0515	methyltransferase assay			
http://purl.obolibrary.org/obo/MI_0516	methyltransferase radiometric assay			
http://purl.obolibrary.org/obo/MI_0517	radiolabel			
http://purl.obolibrary.org/obo/MI_0518	flag tag			
http://purl.obolibrary.org/obo/MI_0519	glutathione s tranferase tag			
http://purl.obolibrary.org/obo/MI_0520	ha tag			
http://purl.obolibrary.org/obo/MI_0521	his tag			
http://purl.obolibrary.org/obo/MI_0522	myc tag			
http://purl.obolibrary.org/obo/MI_0523	t7 tag			
http://purl.obolibrary.org/obo/MI_0524	calmodulin binding peptide plus protein a tag			
http://purl.obolibrary.org/obo/MI_0525	v5 tag			
http://purl.obolibrary.org/obo/MI_0526	n-acetyl-lysine			
http://purl.obolibrary.org/obo/MI_0527	adp ribosylated residue			
http://purl.obolibrary.org/obo/MI_0528	omega-n-(adp-ribosyl)-arginine			
http://purl.obolibrary.org/obo/MI_0529	s-(adp-ribosyl)-cysteine			
http://purl.obolibrary.org/obo/MI_0530	glutamyl-5-poly(adp-ribose)			
http://purl.obolibrary.org/obo/MI_0531	o-(adp-ribosyl)-serine			
http://purl.obolibrary.org/obo/MI_0532	n4-(adp-ribosyl)-asparagine			
http://purl.obolibrary.org/obo/MI_0533	glycosylated residue			
http://purl.obolibrary.org/obo/MI_0534	glycosyl-cysteine			
http://purl.obolibrary.org/obo/MI_0535	glycosyl-serine			
http://purl.obolibrary.org/obo/MI_0536	glycosyl-threonine			
http://purl.obolibrary.org/obo/MI_0537	omega-n-glycosyl-arginine			
http://purl.obolibrary.org/obo/MI_0538	n4-glycosyl-asparagine			
http://purl.obolibrary.org/obo/MI_0539	gpi anchor residue			
http://purl.obolibrary.org/obo/MI_0540	gpi-anchor amidated alanine			
http://purl.obolibrary.org/obo/MI_0541	gpi-anchor amidated asparagine			
http://purl.obolibrary.org/obo/MI_0542	gpi-anchor amidated aspartate			
http://purl.obolibrary.org/obo/MI_0543	gpi-anchor amidated cysteine			
http://purl.obolibrary.org/obo/MI_0544	gpi-anchor amidated glycine			
http://purl.obolibrary.org/obo/MI_0545	gpi-anchor amidated serine			
http://purl.obolibrary.org/obo/MI_0546	gpi-anchor amidated threonine			
http://purl.obolibrary.org/obo/MI_0547	s-prenyl-cysteine			
http://purl.obolibrary.org/obo/MI_0548	methylated-lysine			
http://purl.obolibrary.org/obo/MI_0549	alkylated cysteine			
http://purl.obolibrary.org/obo/MI_0550	gamma-carboxyglutamic acid			
http://purl.obolibrary.org/obo/MI_0551	nitro-tyrosine			
http://purl.obolibrary.org/obo/MI_0552	s-nitrosyl-cysteine			
http://purl.obolibrary.org/obo/MI_0553	o4'-sulfo-tyrosine			
http://purl.obolibrary.org/obo/MI_0554	sumoylated lysine			
http://purl.obolibrary.org/obo/MI_0555	phospho-histidine			
http://purl.obolibrary.org/obo/MI_0556	transglutamination reaction			
http://purl.obolibrary.org/obo/MI_0557	adp ribosylation reaction			
http://purl.obolibrary.org/obo/MI_0558	deglycosylation reaction			
http://purl.obolibrary.org/obo/MI_0559	glycosylation reaction			
http://purl.obolibrary.org/obo/MI_0560	myristoylated residue			
http://purl.obolibrary.org/obo/MI_0561	palmitoylated residue			
http://purl.obolibrary.org/obo/MI_0562	methylated alanine			
http://purl.obolibrary.org/obo/MI_0563	methylated arginine			
http://purl.obolibrary.org/obo/MI_0564	omega-n-methyl-arginine			
http://purl.obolibrary.org/obo/MI_0565	neddylated lysine			
http://purl.obolibrary.org/obo/MI_0566	sumoylation reaction			
http://purl.obolibrary.org/obo/MI_0567	neddylation reaction			
http://purl.obolibrary.org/obo/MI_0568	desumoylation reaction			
http://purl.obolibrary.org/obo/MI_0569	deneddylation reaction			
http://purl.obolibrary.org/obo/MI_0570	protein cleavage			
http://purl.obolibrary.org/obo/MI_0571	mrna cleavage			
http://purl.obolibrary.org/obo/MI_0572	dna cleavage			
http://purl.obolibrary.org/obo/MI_0573	mutation disrupting interaction			
http://purl.obolibrary.org/obo/MI_0574	digital object identifier			
http://purl.obolibrary.org/obo/MI_0575	alliance for cellular signaling			
http://purl.obolibrary.org/obo/MI_0576	structural proximity			
http://purl.obolibrary.org/obo/MI_0577	feature prediction from structure			
http://purl.obolibrary.org/obo/MI_0578	maltose binding protein tag			
http://purl.obolibrary.org/obo/MI_0579	electron donor			
http://purl.obolibrary.org/obo/MI_0580	electron acceptor			
http://purl.obolibrary.org/obo/MI_0581	suppressor gene			
http://purl.obolibrary.org/obo/MI_0582	suppressed gene			
http://purl.obolibrary.org/obo/MI_0583	fluorescence donor			
http://purl.obolibrary.org/obo/MI_0584	fluorescence acceptor			
http://purl.obolibrary.org/obo/MI_0585	intenz			
http://purl.obolibrary.org/obo/MI_0586	inhibitor			
http://purl.obolibrary.org/obo/MI_0587	inhibited			
http://purl.obolibrary.org/obo/MI_0588	three hybrid			
http://purl.obolibrary.org/obo/MI_0589	in vitro translated protein			
http://purl.obolibrary.org/obo/MI_0590	attribute name			
http://purl.obolibrary.org/obo/MI_0591	experiment description			
http://purl.obolibrary.org/obo/MI_0592	ipfam			
http://purl.obolibrary.org/obo/MI_0593	translocation			
http://purl.obolibrary.org/obo/MI_0594	translocation start			
http://purl.obolibrary.org/obo/MI_0595	translocation end			
http://purl.obolibrary.org/obo/MI_0596	experimental form description			
http://purl.obolibrary.org/obo/MI_0597	feature description			
http://purl.obolibrary.org/obo/MI_0598	feature constraint			
http://purl.obolibrary.org/obo/MI_0599	figure legend			
http://purl.obolibrary.org/obo/MI_0600	conditional synthetic lethal nutrition-sensitivity			
http://purl.obolibrary.org/obo/MI_0601	sequence ontology			
http://purl.obolibrary.org/obo/MI_0602	chemical footprinting			
http://purl.obolibrary.org/obo/MI_0603	dimethylsulphate footprinting			
http://purl.obolibrary.org/obo/MI_0604	potassium permanganate footprinting			
http://purl.obolibrary.org/obo/MI_0605	enzymatic footprinting			
http://purl.obolibrary.org/obo/MI_0606	DNase I footprinting			
http://purl.obolibrary.org/obo/MI_0607	small nuclear rna			
http://purl.obolibrary.org/obo/MI_0608	ribosomal rna			
http://purl.obolibrary.org/obo/MI_0609	small nucleolar rna			
http://purl.obolibrary.org/obo/MI_0610	small interfering rna			
http://purl.obolibrary.org/obo/MI_0611	signal recognition particle rna			
http://purl.obolibrary.org/obo/MI_0612	comment			
http://purl.obolibrary.org/obo/MI_0613	function			
http://purl.obolibrary.org/obo/MI_0614	url			
http://purl.obolibrary.org/obo/MI_0615	search-url			
http://purl.obolibrary.org/obo/MI_0616	example			
http://purl.obolibrary.org/obo/MI_0617	disease			
http://purl.obolibrary.org/obo/MI_0618	caution			
http://purl.obolibrary.org/obo/MI_0619	pathway			
http://purl.obolibrary.org/obo/MI_0620	search-url-ascii			
http://purl.obolibrary.org/obo/MI_0621	author-confidence			
http://purl.obolibrary.org/obo/MI_0622	confidence-mapping			
http://purl.obolibrary.org/obo/MI_0623	inhibition			
http://purl.obolibrary.org/obo/MI_0624	stimulant			
http://purl.obolibrary.org/obo/MI_0625	agonist			
http://purl.obolibrary.org/obo/MI_0626	antagonist			
http://purl.obolibrary.org/obo/MI_0627	experiment modification			
http://purl.obolibrary.org/obo/MI_0628	validation regular expression			
http://purl.obolibrary.org/obo/MI_0629	complex-properties			
http://purl.obolibrary.org/obo/MI_0630	3d-structure			
http://purl.obolibrary.org/obo/MI_0631	3d-r-factors			
http://purl.obolibrary.org/obo/MI_0632	3d-resolution			
http://purl.obolibrary.org/obo/MI_0633	data-processing			
http://purl.obolibrary.org/obo/MI_0634	contact-email			
http://purl.obolibrary.org/obo/MI_0635	contact-comment			
http://purl.obolibrary.org/obo/MI_0636	author-list			
http://purl.obolibrary.org/obo/MI_0637	isoform-comment			
http://purl.obolibrary.org/obo/MI_0638	prerequisite-ptm			
http://purl.obolibrary.org/obo/MI_0639	resulting-ptm			
http://purl.obolibrary.org/obo/MI_0640	parameter type			
http://purl.obolibrary.org/obo/MI_0641	ic50			
http://purl.obolibrary.org/obo/MI_0642	ec50			
http://purl.obolibrary.org/obo/MI_0643	ki			
http://purl.obolibrary.org/obo/MI_0644	km			
http://purl.obolibrary.org/obo/MI_0645	kcat			
http://purl.obolibrary.org/obo/MI_0646	Kd			
http://purl.obolibrary.org/obo/MI_0647	parameter unit			
http://purl.obolibrary.org/obo/MI_0648	molar			
http://purl.obolibrary.org/obo/MI_0649	second			
http://purl.obolibrary.org/obo/MI_0650	millimolar			
http://purl.obolibrary.org/obo/MI_0651	micromolar			
http://purl.obolibrary.org/obo/MI_0652	nanomolar			
http://purl.obolibrary.org/obo/MI_0653	picomolar			
http://purl.obolibrary.org/obo/MI_0654	fentomolar			
http://purl.obolibrary.org/obo/MI_0655	lambda repressor two hybrid			
http://purl.obolibrary.org/obo/MI_0656	identified peptide			
http://purl.obolibrary.org/obo/MI_0657	systematic evolution of ligands by exponential enrichment			
http://purl.obolibrary.org/obo/MI_0658	multidimensional protein identification technology			
http://purl.obolibrary.org/obo/MI_0659	experimental feature detection			
http://purl.obolibrary.org/obo/MI_0660	feature prediction			
http://purl.obolibrary.org/obo/MI_0661	experimental participant identification			
http://purl.obolibrary.org/obo/MI_0662	imex-primary			
http://purl.obolibrary.org/obo/MI_0663	confocal microscopy			
http://purl.obolibrary.org/obo/MI_0664	interaction attribute name			
http://purl.obolibrary.org/obo/MI_0665	experiment attibute name			
http://purl.obolibrary.org/obo/MI_0666	participant attribute name			
http://purl.obolibrary.org/obo/MI_0667	controlled vocabulary attribute name			
http://purl.obolibrary.org/obo/MI_0668	feature attribute name			
http://purl.obolibrary.org/obo/MI_0669	organism attribute name			
http://purl.obolibrary.org/obo/MI_0670	imex			
http://purl.obolibrary.org/obo/MI_0671	antibodies			
http://purl.obolibrary.org/obo/MI_0672	library-used			
http://purl.obolibrary.org/obo/MI_0673	complex synonym			
http://purl.obolibrary.org/obo/MI_0674	peptide parent sequence reference			
http://purl.obolibrary.org/obo/MI_0675	international protein index			
http://purl.obolibrary.org/obo/MI_0676	tandem affinity purification			
http://purl.obolibrary.org/obo/MI_0677	tandem tag			
http://purl.obolibrary.org/obo/MI_0678	antibody array			
http://purl.obolibrary.org/obo/MI_0679	poly adenine			
http://purl.obolibrary.org/obo/MI_0680	single stranded deoxyribonucleic acid			
http://purl.obolibrary.org/obo/MI_0681	double stranded deoxyribonucleic acid			
http://purl.obolibrary.org/obo/MI_0682	cofactor			
http://purl.obolibrary.org/obo/MI_0683	sequence database			
http://purl.obolibrary.org/obo/MI_0684	ancillary			
http://purl.obolibrary.org/obo/MI_0685	source reference			
http://purl.obolibrary.org/obo/MI_0686	unspecified method			
http://purl.obolibrary.org/obo/MI_0687	fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0688	dna binding domain tag			
http://purl.obolibrary.org/obo/MI_0689	activation domain tag			
http://purl.obolibrary.org/obo/MI_0690	gal4 activation domain			
http://purl.obolibrary.org/obo/MI_0691	vp16 activation domain			
http://purl.obolibrary.org/obo/MI_0692	b42 activation domain			
http://purl.obolibrary.org/obo/MI_0693	gal4 dna binding domain			
http://purl.obolibrary.org/obo/MI_0694	lexa dna binding domain			
http://purl.obolibrary.org/obo/MI_0695	sandwich immunoassay			
http://purl.obolibrary.org/obo/MI_0696	polymerase assay			
http://purl.obolibrary.org/obo/MI_0697	dna directed dna polymerase assay			
http://purl.obolibrary.org/obo/MI_0698	dna directed rna polymerase assay			
http://purl.obolibrary.org/obo/MI_0699	rna directed dna polymerase assay			
http://purl.obolibrary.org/obo/MI_0700	rna directed rna polymerase assay			
http://purl.obolibrary.org/obo/MI_0701	dna strand elongation			
http://purl.obolibrary.org/obo/MI_0702	panther			
http://purl.obolibrary.org/obo/MI_0703	gene3d			
http://purl.obolibrary.org/obo/MI_0704	nucleic acid delivery			
http://purl.obolibrary.org/obo/MI_0705	anti tag western blot			
http://purl.obolibrary.org/obo/MI_0706	nucleic acid transformation			
http://purl.obolibrary.org/obo/MI_0707	anti tag immunostaining			
http://purl.obolibrary.org/obo/MI_0708	monoclonal antibody immunostaining			
http://purl.obolibrary.org/obo/MI_0709	polyclonal antibody immunostaining			
http://purl.obolibrary.org/obo/MI_0710	nucleic acid transformation by treatment with divalent cation			
http://purl.obolibrary.org/obo/MI_0711	nucleic acid electroporation			
http://purl.obolibrary.org/obo/MI_0712	nucleic acid microinjection			
http://purl.obolibrary.org/obo/MI_0713	nucleic acid passive uptake			
http://purl.obolibrary.org/obo/MI_0714	nucleic acid transduction			
http://purl.obolibrary.org/obo/MI_0715	nucleic acid conjugation			
http://purl.obolibrary.org/obo/MI_0716	passive uptake			
http://purl.obolibrary.org/obo/MI_0717	nucleic acid transfection with liposome			
http://purl.obolibrary.org/obo/MI_0718	nucleic acid transfection by treatment			
http://purl.obolibrary.org/obo/MI_0719	calcium phosphate nucleic acid transfection			
http://purl.obolibrary.org/obo/MI_0720	nucleic acid delivery by infection			
http://purl.obolibrary.org/obo/MI_0721	protein delivery			
http://purl.obolibrary.org/obo/MI_0722	protein electroporation			
http://purl.obolibrary.org/obo/MI_0723	protein microinjection			
http://purl.obolibrary.org/obo/MI_0724	protein delivery by cationic lipid treatment			
http://purl.obolibrary.org/obo/MI_0725	protein delivery by infection			
http://purl.obolibrary.org/obo/MI_0726	reverse two hybrid			
http://purl.obolibrary.org/obo/MI_0727	lexa b52 complementation			
http://purl.obolibrary.org/obo/MI_0728	gal4 vp16 complementation			
http://purl.obolibrary.org/obo/MI_0729	luminescence based mammalian interactome mapping			
http://purl.obolibrary.org/obo/MI_0730	pubchem			
http://purl.obolibrary.org/obo/MI_0731	3d repertoire			
http://purl.obolibrary.org/obo/MI_0732	red fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0733	cyan fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0734	enhanced green fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0735	transactivating tag			
http://purl.obolibrary.org/obo/MI_0736	protein passive uptake			
http://purl.obolibrary.org/obo/MI_0737	peptide sequence database			
http://purl.obolibrary.org/obo/MI_0738	pride			
http://purl.obolibrary.org/obo/MI_0739	penetrating tag			
http://purl.obolibrary.org/obo/MI_0740	cell penetrating peptide tag			
http://purl.obolibrary.org/obo/MI_0741	peptide atlas			
http://purl.obolibrary.org/obo/MI_0742	gpm			
http://purl.obolibrary.org/obo/MI_0787	genetic experimental form			
http://purl.obolibrary.org/obo/MI_0788	knock out			
http://purl.obolibrary.org/obo/MI_0789	knock down			
http://purl.obolibrary.org/obo/MI_0790	hypermorph			
http://purl.obolibrary.org/obo/MI_0791	hypomorph			
http://purl.obolibrary.org/obo/MI_0792	antimorph			
http://purl.obolibrary.org/obo/MI_0793	amorph			
http://purl.obolibrary.org/obo/MI_0794	synthetic			
http://purl.obolibrary.org/obo/MI_0795	asynthetic			
http://purl.obolibrary.org/obo/MI_0796	suppression			
http://purl.obolibrary.org/obo/MI_0797	epistasis			
http://purl.obolibrary.org/obo/MI_0798	conditional genetic interaction defined by inequality			
http://purl.obolibrary.org/obo/MI_0799	additive genetic interaction defined by inequality			
http://purl.obolibrary.org/obo/MI_0800	single nonmonotonic genetic interaction defined by inequality			
http://purl.obolibrary.org/obo/MI_0801	double nonmonotonic genetic interaction defined by inequality			
http://purl.obolibrary.org/obo/MI_0802	enhancement interaction			
http://purl.obolibrary.org/obo/MI_0803	expression level alteration			
http://purl.obolibrary.org/obo/MI_0804	mutated gene			
http://purl.obolibrary.org/obo/MI_0805	wwpdb			
http://purl.obolibrary.org/obo/MI_0806	pdbj			
http://purl.obolibrary.org/obo/MI_0807	comigration in gel electrophoresis			
http://purl.obolibrary.org/obo/MI_0808	comigration in sds page			
http://purl.obolibrary.org/obo/MI_0809	bimolecular fluorescence complementation			
http://purl.obolibrary.org/obo/MI_0810	substitution analysis			
http://purl.obolibrary.org/obo/MI_0811	insertion analysis			
http://purl.obolibrary.org/obo/MI_0812	calmodulin binding protein tag			
http://purl.obolibrary.org/obo/MI_0813	proximity ligation assay			
http://purl.obolibrary.org/obo/MI_0814	protease accessibility laddering			
http://purl.obolibrary.org/obo/MI_0815	confirmation by molecular weight			
http://purl.obolibrary.org/obo/MI_0816	molecular weight estimation by staining			
http://purl.obolibrary.org/obo/MI_0817	molecular weight estimation by silver staining			
http://purl.obolibrary.org/obo/MI_0818	molecular weight estimation by coomasie staining			
http://purl.obolibrary.org/obo/MI_0819	molecular weight estimation by bromide staining			
http://purl.obolibrary.org/obo/MI_0820	molecular weight estimation by sybr staining			
http://purl.obolibrary.org/obo/MI_0821	molecular weight estimation by autoradiography			
http://purl.obolibrary.org/obo/MI_0822	molecular weight estimation by hoechst staining			
http://purl.obolibrary.org/obo/MI_0823	predetermined feature			
http://purl.obolibrary.org/obo/MI_0824	x-ray powder diffraction			
http://purl.obolibrary.org/obo/MI_0825	x-ray fiber diffraction			
http://purl.obolibrary.org/obo/MI_0826	x ray scattering			
http://purl.obolibrary.org/obo/MI_0827	x-ray tomography			
http://purl.obolibrary.org/obo/MI_0828	polyprotein fragment			
http://purl.obolibrary.org/obo/MI_0829	multiple parent reference			
http://purl.obolibrary.org/obo/MI_0830	tissue list			
http://purl.obolibrary.org/obo/MI_0831	cell ontology			
http://purl.obolibrary.org/obo/MI_0832	half cystine			
http://purl.obolibrary.org/obo/MI_0833	autoradiography			
http://purl.obolibrary.org/obo/MI_0834	ka			
http://purl.obolibrary.org/obo/MI_0835	koff			
http://purl.obolibrary.org/obo/MI_0836	temperature of interaction			
http://purl.obolibrary.org/obo/MI_0837	pH of interaction			
http://purl.obolibrary.org/obo/MI_0838	kelvin			
http://purl.obolibrary.org/obo/MI_0839	per mole per second			
http://purl.obolibrary.org/obo/MI_0840	stimulator			
http://purl.obolibrary.org/obo/MI_0841	phosphotransferase assay			
http://purl.obolibrary.org/obo/MI_0842	phosphate donor			
http://purl.obolibrary.org/obo/MI_0843	phosphate acceptor			
http://purl.obolibrary.org/obo/MI_0844	phosphotransfer reaction			
http://purl.obolibrary.org/obo/MI_0845	spin label			
http://purl.obolibrary.org/obo/MI_0846	r1 spin label			
http://purl.obolibrary.org/obo/MI_0847	dansyl label			
http://purl.obolibrary.org/obo/MI_0848	125i radiolabel			
http://purl.obolibrary.org/obo/MI_0849	ncbi taxonomy			
http://purl.obolibrary.org/obo/MI_0850	encode			
http://purl.obolibrary.org/obo/MI_0851	protein genbank identifier			
http://purl.obolibrary.org/obo/MI_0852	nucleotide genbank identifier			
http://purl.obolibrary.org/obo/MI_0853	dna overhang			
http://purl.obolibrary.org/obo/MI_0854	3 prime overhang			
http://purl.obolibrary.org/obo/MI_0855	5 prime overhang			
http://purl.obolibrary.org/obo/MI_0856	fluorophore			
http://purl.obolibrary.org/obo/MI_0857	fluorescent dye label			
http://purl.obolibrary.org/obo/MI_0858	immunodepleted coimmunoprecipitation			
http://purl.obolibrary.org/obo/MI_0859	intermolecular force			
http://purl.obolibrary.org/obo/MI_0860	genbank indentifier			
http://purl.obolibrary.org/obo/MI_0861	protein a tag			
http://purl.obolibrary.org/obo/MI_0862	zz tag			
http://purl.obolibrary.org/obo/MI_0863	thiol reactive lanthanide label			
http://purl.obolibrary.org/obo/MI_0864	brenda			
http://purl.obolibrary.org/obo/MI_0865	fluorescence acceptor donor pair			
http://purl.obolibrary.org/obo/MI_0866	tag visualisation			
http://purl.obolibrary.org/obo/MI_0867	tag visualisation by fluorescence			
http://purl.obolibrary.org/obo/MI_0868	author identifier			
http://purl.obolibrary.org/obo/MI_0869	originally assigned identifier			
http://purl.obolibrary.org/obo/MI_0870	demethylase assay			
http://purl.obolibrary.org/obo/MI_0871	demethylation reaction			
http://purl.obolibrary.org/obo/MI_0872	atomic force microscopy			
http://purl.obolibrary.org/obo/MI_0873	curation request			
http://purl.obolibrary.org/obo/MI_0875	dataset			
http://purl.obolibrary.org/obo/MI_0878	author submitted			
http://purl.obolibrary.org/obo/MI_0879	nucleoside triphosphatase assay			
http://purl.obolibrary.org/obo/MI_0880	atpase assay			
http://purl.obolibrary.org/obo/MI_0881	nucleoside triphosphatase reaction			
http://purl.obolibrary.org/obo/MI_0882	atpase reaction			
http://purl.obolibrary.org/obo/MI_0883	gtpase reaction			
http://purl.obolibrary.org/obo/MI_0884	vsv tag			
http://purl.obolibrary.org/obo/MI_0885	journal			
http://purl.obolibrary.org/obo/MI_0886	publication year			
http://purl.obolibrary.org/obo/MI_0887	histone acetylase assay			
http://purl.obolibrary.org/obo/MI_0888	small angle neutron scattering			
http://purl.obolibrary.org/obo/MI_0889	acetylase assay			
http://purl.obolibrary.org/obo/MI_0890	qdot			
http://purl.obolibrary.org/obo/MI_0891	neutron fiber diffraction			
http://purl.obolibrary.org/obo/MI_0892	solid phase assay			
http://purl.obolibrary.org/obo/MI_0893	neutron diffraction			
http://purl.obolibrary.org/obo/MI_0894	electron diffraction			
http://purl.obolibrary.org/obo/MI_0895	protein kinase A complementation			
http://purl.obolibrary.org/obo/MI_0896	renilla luciferase protein tag			
http://purl.obolibrary.org/obo/MI_0897	protein modification ontology			
http://purl.obolibrary.org/obo/MI_0898	putative self			
http://purl.obolibrary.org/obo/MI_0899	p3 filamentous phage display			
http://purl.obolibrary.org/obo/MI_0900	p8 filamentous phage display			
http://purl.obolibrary.org/obo/MI_0901	isotope label footprinting			
http://purl.obolibrary.org/obo/MI_0902	rna cleavage			
http://purl.obolibrary.org/obo/MI_0903	mpidb			
http://purl.obolibrary.org/obo/MI_0904	polysaccharide			
http://purl.obolibrary.org/obo/MI_0905	amplified luminescent proximity homogeneous assay			
http://purl.obolibrary.org/obo/MI_0906	au1 tag			
http://purl.obolibrary.org/obo/MI_0907	conformational status			
http://purl.obolibrary.org/obo/MI_0908	denatured			
http://purl.obolibrary.org/obo/MI_0909	native			
http://purl.obolibrary.org/obo/MI_0910	nucleic acid cleavage			
http://purl.obolibrary.org/obo/MI_0911	cross linker			
http://purl.obolibrary.org/obo/MI_0912	spdp cross linker			
http://purl.obolibrary.org/obo/MI_0913	lc-spdp cross linker			
http://purl.obolibrary.org/obo/MI_0914	association	y	Functional association	
http://purl.obolibrary.org/obo/MI_0915	physical association			
http://purl.obolibrary.org/obo/MI_0916	lexa vp16 complementation			
http://purl.obolibrary.org/obo/MI_0917	matrixdb			
http://purl.obolibrary.org/obo/MI_0918	donor			
http://purl.obolibrary.org/obo/MI_0919	acceptor			
http://purl.obolibrary.org/obo/MI_0920	ribonuclease assay			
http://purl.obolibrary.org/obo/MI_0921	surface plasmon resonance array			
http://purl.obolibrary.org/obo/MI_0922	imex evidence			
http://purl.obolibrary.org/obo/MI_0923	irefindex			
http://purl.obolibrary.org/obo/MI_0924	camjedb			
http://purl.obolibrary.org/obo/MI_0925	observed-ptm			
http://purl.obolibrary.org/obo/MI_0926	fiash label			
http://purl.obolibrary.org/obo/MI_0927	iaedans label			
http://purl.obolibrary.org/obo/MI_0928	filter trap assay			
http://purl.obolibrary.org/obo/MI_0929	northern blot			
http://purl.obolibrary.org/obo/MI_0930	epistatis			
http://purl.obolibrary.org/obo/MI_0931	genetic interaction defined by inequality			
http://purl.obolibrary.org/obo/MI_0932	noninteractive			
http://purl.obolibrary.org/obo/MI_0933	negative genetic interaction			
http://purl.obolibrary.org/obo/MI_0934	neutral genetic interaction			
http://purl.obolibrary.org/obo/MI_0935	positive genetic interaction			
http://purl.obolibrary.org/obo/MI_0936	emdb			
http://purl.obolibrary.org/obo/MI_0937	glu tag			
http://purl.obolibrary.org/obo/MI_0938	rheology measurement			
http://purl.obolibrary.org/obo/MI_0939	fluorescein label			
http://purl.obolibrary.org/obo/MI_0940	fluorescein-5-maleimide label			
http://purl.obolibrary.org/obo/MI_0941	competitor			
http://purl.obolibrary.org/obo/MI_0942	uniprot taxonomy			
http://purl.obolibrary.org/obo/MI_0943	detection by mass spectrometry			
http://purl.obolibrary.org/obo/MI_0944	mass spectrometry study of hydrogen/deuterium exchange			
http://purl.obolibrary.org/obo/MI_0945	oxidoreductase activity electron transfer reaction			
http://purl.obolibrary.org/obo/MI_0946	miniaturized immunoprecipitation			
http://purl.obolibrary.org/obo/MI_0947	bead aggregation assay			
http://purl.obolibrary.org/obo/MI_0948	kinetic conditions			
http://purl.obolibrary.org/obo/MI_0949	gdp/gtp exchange assay			
http://purl.obolibrary.org/obo/MI_0950	trapping mutant			
http://purl.obolibrary.org/obo/MI_0951	chain parent sequence reference			
http://purl.obolibrary.org/obo/MI_0952	imex secondary			
http://purl.obolibrary.org/obo/MI_0953	polymerization			
http://purl.obolibrary.org/obo/MI_0954	curation quality			
http://purl.obolibrary.org/obo/MI_0955	curation depth			
http://purl.obolibrary.org/obo/MI_0956	curation coverage			
http://purl.obolibrary.org/obo/MI_0957	full coverage			
http://purl.obolibrary.org/obo/MI_0958	partial coverage			
http://purl.obolibrary.org/obo/MI_0959	imex curation			
http://purl.obolibrary.org/obo/MI_0960	mimix curation			
http://purl.obolibrary.org/obo/MI_0961	rapid curation			
http://purl.obolibrary.org/obo/MI_0962	strep ii tag			
http://purl.obolibrary.org/obo/MI_0963	interactome parallel affinity capture			
http://purl.obolibrary.org/obo/MI_0964	infrared spectroscopy	y	Infared spectroscopy	
http://purl.obolibrary.org/obo/MI_0965	2d-infrared spectrometry			
http://purl.obolibrary.org/obo/MI_0966	ultraviolet-visible spectroscopy	y	Ultraviolet-visible spectroscopy	
http://purl.obolibrary.org/obo/MI_0967	chembl compound			
http://purl.obolibrary.org/obo/MI_0968	biosensor			
http://purl.obolibrary.org/obo/MI_0969	bio-layer interferometry			
http://purl.obolibrary.org/obo/MI_0970	inchi key			
http://purl.obolibrary.org/obo/MI_0971	phosphopantetheinylation			
http://purl.obolibrary.org/obo/MI_0972	phosphopantetheinylase assay			
